ean,desc_sku,store,status,price_brl,found_name,message
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Drogaria São Paulo,Success,22.59,Pack Creme Dental Colgate Tripla Ação Menta 90g,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Pague Menos,Success,19.99,Pack Creme Dental Colgate Tripla Ação Menta Original  4 Unidades De 90g,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Farmácias São João,Success,26.99,Kit Creme Dental Colgate Tripla Ação Menta 4 Unidades,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Drogal,Success,21.89,Kit Creme Dental Colgate Tripla Ação Sabor Menta Original 4 Unidades 90g,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Farmácia Indiana,Success,19.89,Creme Dental Colgate Tripla Ação 4x90g,
7509546676258,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g SINGLE,Drogasil,Success,19.29,Creme Dental Colgate Luminous White Glow 70g,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Droga Raia,Success,21.49,Kit Creme Dental Colgate Tripla Ação Menta Original 4 unidades de 90g cada,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Drogaria Venancio,Success,19.99,Creme Dental Colgate Tripla Ação Sabor Menta Original 90g 4 unidades,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Drogaria Catarinense,Not Found,,,"Product found, but no price available."
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Drogarias Pacheco,Success,18.3,Kit Pasta de Dente Colgate Luminous White Carvão Ativado 3 Unidades de 70g,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Drogaria São Paulo,Success,18.25,Kit Pasta de Dente Colgate Luminous White Carvão Ativado 3 Unidades de 70g,
7509546679174,CREME DENTAL COLGATE TRIPLA AÇÃO MENTA ORIGINAL 90g FOURPACK,Drogasil,Success,21.49,Kit Creme Dental Colgate Tripla Ação Menta Original 4 unidades de 90g cada,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Drogal,Success,23.09,kit Creme Dental Clareador Colgate Luminous White Carvão Ativado 3 Unidades 70g Cada,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Farmácias São João,Success,25.99,Creme Dental Clareador Colgate Luminous White Carvão Ativado 70g 3 unidades,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Drogaria Venancio,Success,18.3,Creme Dental Colgate Luminous White Carvão Ativado 70g 3 Unidades,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Drogaria São Paulo,Success,22.79,Enxaguante Bucal Colgate Plax Mint 750ml,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Pague Menos,Success,21.99,Kit Creme Dental Colgate Luminous White Carvão Ativado Clareador 70g 3 Unidades,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Drogarias Pacheco,Success,22.79,Enxaguante Bucal Colgate Plax Mint 750ml,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Drogaria Catarinense,Success,21.65,Creme Dental Colgate White Com 3x70gr Carvao Ativado Especial,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Drogasil,Success,21.59,Kit Creme Dental Colgate Luminous White Carvão Ativado 70g 3 unidades,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Pague Menos,Success,26.99,Enxaguante Bucal Colgate Plax Zero Álcool Sabor Fresh Mint 750ml,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Farmácia Indiana,Success,21.59,Kit 3 Pastas de Dente Colgate Carvão Ativado Luminous White 70g,
7509546679600,CREME DENTAL COLGATE LUMINOUS WHITE CARVAO ATIVADO 70g TRIPACK,Droga Raia,Success,21.99,Kit Creme Dental Colgate Luminous White Carvão Ativado 70g 3 unidades,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Drogaria Catarinense,Success,21.69,Enxaguante Bucal Colgate Plax Fresh Mint 750ml,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Drogaria Venancio,Success,24.23,Enxaguante Bucal Colgate Plax Fresh Mint 750ml,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Farmácia Indiana,Success,19.99,Solução Bucal Colgate Plax Fresh Mint Hálito Fresco 750ml,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Drogal,Success,20.05,Enxaguante Bucal Colgate Plax Fresh Mint 750ml,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Farmácias São João,Success,26.99,Enxaguante Bucal Colgate Plax Fresh Mint 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Drogaria São Paulo,Success,20.79,Enxaguante Bucal Colgate Plax Odor Control Zero Álcool 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Drogarias Pacheco,Success,20.79,Enxaguante Bucal Colgate Plax Odor Control Zero Álcool 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Farmácia Indiana,Success,19.99,Enxaguante Bucal Colgate Plax Odor Control Sem Álcool 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Pague Menos,Success,26.99,Antisséptico Bucal Colgate Plax Odor Control 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Farmácias São João,Success,26.99,Enxaguante Bucal Colgate Plax Odor Control 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Droga Raia,Success,20.99,Enxaguante Bucal Sem Álcool Colgate Plax Odor Control 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Drogaria Venancio,Success,24.23,Enxaguante Bucal Colgate Plax Controle Odor 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Drogal,Success,20.05,Enxaguante Bucal Colgate Plax Odor Control 750ml,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Droga Raia,Success,22.79,Enxaguante Bucal Sem Álcool Colgate Plax Fresh Mint 750ml,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Farmácias São João,Success,47.99,Kit Creme Dental Colgate Total 12 Whitening 90g 4 Unidades,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Drogaria São Paulo,Success,38.19,Kit Pasta de Dente Whitening Colgate Total Prevenção Ativa Caixa 4 Unidades 90g,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Drogasil,Success,20.79,Enxaguante Bucal Sem Álcool Colgate Plax Odor Control 750ml,
7509546685939,ENXAGUANTE COLGATE PLAX S/ VERSAO 750ml SINGLE,Drogaria Catarinense,Success,21.69,Enxaguante Bucal Colgate Plax Odor Control 750m,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Drogarias Pacheco,Success,36.99,Kit Pasta de Dente Whitening Colgate Total Prevenção Ativa Caixa 4 Unidades 90g,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Farmácia Indiana,Success,37.69,Creme Dental Colgate Total Prevenção Ativa Whitening 4 Unidades de 90g,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Pague Menos,Not Found,,,"Product found, but no price available."
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Drogaria Venancio,Success,36.99,Creme Dental Colgate Total Prevenção Ativa Whitening 90g 4 unidades,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Drogal,Success,26.75,Kit Creme Dental Colgate Total Prevenção Ativa Whitening 4 Unidades 90g Cada,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Drogaria São Paulo,Success,16.59,Creme Dental Colgate Total Carvão Ativado 140g,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Drogarias Pacheco,Success,15.99,Creme Dental Colgate Total Carvão Ativado 140g,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Droga Raia,Success,38.19,Kit Creme Dental Colgate Total 12 Whitening Branqueamento 4 unidades de 90g cada,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Drogaria Catarinense,Success,41.99,Kit Creme Dental Colgate Total Whitening 90gr Com 4 Unidades,
7509546679617,ENXAGUANTE COLGATE PLAX FRESH 750ml SINGLE,Drogasil,Success,22.79,Enxaguante Bucal Sem Álcool Colgate Plax Fresh Mint 750ml,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Farmácias São João,Success,13.99,Creme Dental Colgate Total 12 Carvão Ativado 140g,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Pague Menos,Success,15.49,Creme Dental Colgate Total Prevenção Ativa Carvão Ativado 140g,
7509546685960,CREME DENTAL COLGATE TOTAL WHITENING 90g FOURPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Drogaria São Paulo,Success,20.59,Escova de Dente Colgate Sensitive Cerdas Ultramacias 1 Unidade,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Drogal,Success,13.45,Creme Dental Colgate Total Carvão Ativado 140g,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Drogaria Venancio,Success,17.49,Creme Dental Colgate Total Carvão Ativado 140g,
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Drogarias Pacheco,Success,17.59,Escova de Dente Colgate Sensitive Cerdas Ultramacias 1 Unidade,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Farmácia Indiana,Success,16.69,Creme Dental Total 12 Carvão Ativado Colgate 140g,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Drogaria Catarinense,Success,16.64,Creme Dental Colgate Total Carvão Ativado 140g,
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Drogal,Success,18.29,Escova de Dente Colgate Sensitive 1 Unidade,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Droga Raia,Success,16.79,Creme Dental Colgate Total Carvão Ativado 140g,
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Farmácias São João,Success,26.99,Escova Dental Colgate Sensitive Pro Alívio,
7509546686035,CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 140g SINGLE,Drogasil,Not Found,,,"Product found, but no price available."
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Drogaria Venancio,Success,17.59,Escova Dental Colgate Sensitive Ultra Suave Macia 1 Unidade,
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Pague Menos,Success,19.99,Escova Dental Colgate Sensitive Cerdas Ultra Macias 1 Unidade,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Drogaria São Paulo,Success,28.41,Escova de Dente Colgate Sensitive Therapy Ultramacia 2 Unidades,
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Drogaria Catarinense,Success,25.99,Escova Dental Colgate Sensitive Ultra Suave,
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Farmácia Indiana,Success,26.99,Escova Dental Colgate Sensitive Pro-Alívio 1 Unidade,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Droga Raia,Not Found,,,"Product found, but no price available."
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Droga Raia,Success,18.79,Escova de Dente Colgate Sensitive Pro-Alívio Ultra Macia 1 Unidade,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Drogaria Catarinense,Not Found,,,"Product found, but no price available."
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Drogal,Not Found,,,"Product found, but no price available."
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Drogaria São Paulo,Success,34.59,Pasta de Dente Colgate Luminous White Glow Mint 2 Unidades de 70g,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Pague Menos,Success,27.99,Escova Dental Ultramacia Colgate Sensitive Therapy 2 Unidades,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Drogarias Pacheco,Success,27.59,Escova de Dente Colgate Sensitive Therapy Ultramacia 2 Unidades,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Drogaria Venancio,Success,29.99,Escova Dental Colgate Sensitive Therapy 2 Unidades,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Farmácias São João,Success,32.99,Escova Dental Colgate Sensitive 2 Unidades,
7509546686929,ESCOVA DENTAL COLGATE SENSITIVE SENSITIVE THERAPY 2UND BIPACK,Farmácia Indiana,Success,32.99,Escova Dental Sensitive Ultra Macia Colgate 2 Unidades,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Drogarias Pacheco,Success,32.99,Pasta de Dente Colgate Luminous White Glow Mint 2 Unidades de 70g,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Pague Menos,Success,30.99,Kit Creme Dental Clareador Colgate Luminous White Glow 70g 2 Unidades,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Drogal,Success,34.18,Kit Creme Dental Clareador Colgate Luminous White Glow 2 Unidades 70g Cada,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Farmácia Indiana,Success,33.39,Creme Dental Luminous White Glow Colgate 70g 2 Unidades,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Farmácias São João,Success,40.99,Kit Creme Dental Colgate Luminous White Glow 70g 2 Unidades,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Drogaria Catarinense,Success,35.9,Creme Dental Colgate Luminous White Com 2x70gr Glow Especial,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Drogaria Venancio,Success,25.44,Creme Dental Colgate Luminous White Glow 2 Unidades de 70g Cada,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Droga Raia,Success,33.89,Creme Dental Colgate Luminous White Glow 70g 2 unidades,
7509546686912,ESCOVA DENTAL COLGATE SENSITIVE S/ VERSAO 1UND SINGLE,Drogasil,Success,18.79,Escova de Dente Colgate Sensitive Pro-Alívio Ultra Macia 1 Unidade,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Drogaria São Paulo,Success,52.59,Escova de Dente Elmex Sensitive 2 unidades,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Pague Menos,Success,49.99,Escova Dental Elmex Sensitive 2 Unidades,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Drogarias Pacheco,Success,46.99,Escova de Dente Elmex Sensitive 2 unidades,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Drogal,Success,24.59,Escova Dental Colgate Elmex Sensitive 2 Unidades,
7509546688442,CREME DENTAL COLGATE LUMINOUS WHITE GLOW 70g BIPACK,Drogasil,Success,32.79,Creme Dental Colgate Luminous White Glow 70g 2 unidades,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Farmácias São João,Success,58.99,Escova Dental Elmex Sensitive Profissional 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Drogaria São Paulo,Success,29.29,Escova de Dente Colgate Total Limpeza Espumosa 2 Unidades,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Farmácia Indiana,Success,52.99,Escova Dental Colgate Elmex Sensitive Professional Ultra Macia 2 Unidades,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Drogaria Venancio,Success,39.99,Escova Dental Elmex Sensitive Professional 2 Unidades,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Droga Raia,Not Found,,,"Product found, but no price available."
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Drogaria Catarinense,Success,52.99,Escova De Dente Colgate Elmex Sensitive Professional Ultra Macia 2  Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Drogarias Pacheco,Success,23.19,Escova de Dente Colgate Total Limpeza Espumosa 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Pague Menos,Success,27.99,Escova Dental Colgate Total Limpeza Espumosa Cerdas Macia 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Farmácias São João,Success,35.99,Escova Dental Colgate Total Active Suave 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Drogaria São Paulo,Success,29.29,Escova de Dente Colgate Whitening Total Active Prevention Suave 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Drogal,Success,29.29,Escova Dental Colgate Total Limpeza Espumosa Suave 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Farmácia Indiana,Success,21.99,Escova de Dente Colgate Total Limpeza Espumosa Macia 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Drogaria Catarinense,Success,28.0,Escova De Dente Colgate Total Limpeza Espumosa 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Drogaria Venancio,Success,23.19,Escova Dental Colgate Total Foaming Clean Soft 2 Unidades,
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Drogarias Pacheco,Success,23.19,Escova de Dente Colgate Whitening Total Active Prevention Suave 2 Unidades,
7509546693729,ESCOVA DENTAL COLGATE TOTAL LIMPEZA ESPUMOSA 2UND BIPACK,Droga Raia,Not Found,,,"Product found, but no price available."
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Pague Menos,Success,27.99,Escova Dental Colgate Total Whitening Cerdas Macias 2 Unidades,
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Drogal,Success,29.29,Escova Dental Colgate Total Whitening 2 Unidades,
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Farmácias São João,Success,35.99,Escova Dental Colgate Total Whitening Restore 2 Unidades,
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Drogaria Venancio,Success,23.19,Escova Dental Colgate Total Whitening Suave Macia 2 Unidade,
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Farmácia Indiana,Success,31.99,Escova De Dente Colgate Total Whitening Restore Macia 2 Unidades,
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Drogaria Catarinense,Success,28.36,Escova Dental Colgate Total Whitening 2 Unidades,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Farmácias São João,Success,13.99,Kit Sabonete Palmolive Naturals Melancia e Lichia 6 Unidades 85g,
7509546693736,ESCOVA DENTAL COLGATE TOTAL WHITENING 2UND BIPACK,Droga Raia,Success,29.29,Escova de Dente Colgate Total Whitening Macia 2 unidades,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Drogarias Pacheco,Success,17.59,Sabonete em Barra Palmolive Naturals Melancia e Lichia 6 Unidades,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Drogal,Success,18.25,Kit Sabonete em Barra Palmolive Naturals Hidratação Refrescante Melancia & Lichia 6 Unidades de 85g Cada,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Drogaria São Paulo,Success,17.59,Sabonete em Barra Palmolive Naturals Melancia e Lichia 6 Unidades,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Pague Menos,Success,14.99,Kit Sabonete em Barra Palmolive Naturals Melancia e Lichia 85g 6 Unidades,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Droga Raia,Success,15.39,Kit Sabonete em Barra Palmolive Naturals Melancia e Lichia 6 unidades de 85g cada,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Drogasil,Success,15.39,Kit Sabonete em Barra Palmolive Naturals Melancia e Lichia 6 unidades de 85g cada,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Drogaria São Paulo,Success,45.59,Kit Colgate PerioGard Enxaguante Bucal Zero Álcool 250ml + Pasta de Dente 60g,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Drogaria Venancio,Success,14.99,Sabonete em Barra Palmolive Naturals Melancia e Lichia 6 Unidades de 85g Cada,
7509546690308,ESCOVA DENTAL ELMEX ELMEX SENSITIVE S/ VERSAO 2UND BIPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Drogaria Catarinense,Success,18.24,Sabonete Palmolive Com 6x85gr Leve+pague- Melancia E Lichia Especial,
7509546693873,SABONETE BARRAS PALMOLIVE NATURALS HIDRATACAO REFRESCANTE MELANCIA E LICHIA 85g SIXPACK,Farmácia Indiana,Success,14.99,Sabonete Barra Naturals Hidratante Unissex Palmolive 6x85g,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Drogarias Pacheco,Success,40.76,Kit Colgate PerioGard Enxaguante Bucal Zero Álcool 250ml + Pasta de Dente 60g,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Drogaria Catarinense,Success,52.99,Kit Enxaguante Bucal Colgate Periogard 250ml + Creme Dental Periogard  Hortela 60g,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Farmácia Indiana,Success,42.89,Kit Enxaguante Bucal PerioGard Sem Álcool Anti-Gengivite Colgate 250ml + 60g,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Drogal,Success,45.96,Kit Colgate Periogard Creme Dental Sabor Hortelã 60g + Enxaguante Bucal Sem Álcool 250ml,
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Drogaria São Paulo,Success,15.45,Kit Sabonete em Barra Antibacteriano Protex Fresh 6 Unidades de 85g,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Pague Menos,Success,46.99,Kit Enxaguante Bucal Colgate Periogard Zero Álcool 250ml 1 Uni + Creme Dental Colgate Periogard Hortelã 60g 1 Unidade,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Farmácias São João,Success,53.99,Kit Creme Dental Colgate Periogard 60g + Enxaguante Bucal 250ml,
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Drogarias Pacheco,Success,18.59,Kit Sabonete em Barra Antibacteriano Protex Fresh 6 Unidades de 85g,
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Pague Menos,Success,15.49,Kit Sabonete em Barra Protex Fresh Antibacteriano 85g 6 Unidades,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Drogaria Venancio,Success,41.59,Kit Colgate Perio Gard Gengiva Saudável Solução Bucal 250ml + Creme Dental 60g,
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Droga Raia,Success,17.99,Kit Sabonete em Barra Protex Fresh 6 unidades de 85g cada,
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Drogal,Success,15.49,Sabonete em Barra Protex Fresh 85g Leve 6 Pague Menos,
7509546694580,ENXAGUANTE COLGATE GARD GENGIVA SAUDAVEL 250ml BIPACK,Drogasil,Not Found,,,"Product found, but no price available."
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Farmácia Indiana,Success,17.69,Sabonete em Barra Protex Fresh Antibacteriano 6 Unidades de 85g,
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Farmácias São João,Success,17.99,Kit Sabonete Protex Fresh 6 Unidades 85g,
7509546695792,SABONETE BARRAS PROTEX FRESH 85g SIXPACK,Drogaria Venancio,Success,16.19,Sabonete em Barra Protex Fresh 6 Unidades de 85g Cada,
